"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"15/05/2024","53,770","53,397","54,144","53,397","896.30K","0.88%"
"14/05/2024","53,304","53,210","53,677","53,117","479.30K","0.35%"
"13/05/2024","53,117","53,770","54,050","52,930","725.70K","-1.22%"
"10/05/2024","53,770","53,864","54,237","53,490","784.00K","0.00%"
"09/05/2024","53,770","54,984","55,077","53,677","1.04M","-2.21%"
"08/05/2024","54,984","53,770","56,011","53,210","2.24M","2.08%"
"07/05/2024","53,864","53,210","54,050","52,743","913.70K","1.23%"
"06/05/2024","53,210","52,930","53,677","52,743","884.90K","0.53%"
"03/05/2024","52,930","53,210","53,304","52,837","784.80K","0.18%"
"02/05/2024","52,837","50,970","52,930","50,876","1.58M","4.04%"
"26/04/2024","50,783","50,783","51,623","50,503","705.30K","0.00%"
"25/04/2024","50,783","50,036","51,810","50,036","1.11M","1.49%"
"24/04/2024","50,036","49,756","50,223","49,570","467.20K","1.13%"
"23/04/2024","49,476","49,943","50,036","48,823","373.30K","-0.38%"
"22/04/2024","49,663","49,850","50,130","49,476","356.70K","1.33%"
"19/04/2024","49,009","50,130","50,316","48,543","1.18M","-2.78%"
"17/04/2024","50,410","51,156","51,250","50,410","364.80K","-1.46%"
"16/04/2024","51,156","51,343","51,343","49,476","1.10M","-0.36%"
"15/04/2024","51,343","52,277","52,277","50,876","926.60K","-1.79%"
"12/04/2024","52,277","51,810","52,557","51,717","957.30K","1.08%"
"11/04/2024","51,717","51,437","51,903","51,343","493.90K","0.18%"
"10/04/2024","51,623","51,623","51,810","51,437","522.90K","0.55%"
"09/04/2024","51,343","51,717","51,810","51,250","1.02M","-0.54%"
"08/04/2024","51,623","52,463","52,463","51,623","1.06M","-1.43%"
"05/04/2024","52,370","52,743","52,743","52,370","947.60K","-0.71%"
"04/04/2024","52,743","52,463","52,837","52,463","991.10K","0.89%"
"03/04/2024","52,277","52,650","52,930","52,277","1.44M","-0.71%"
"02/04/2024","52,650","53,117","53,117","52,557","1.03M","-0.70%"
"01/04/2024","53,024","52,930","53,304","52,837","600.20K","0.18%"
"29/03/2024","52,930","53,584","53,584","52,930","618.70K","-0.87%"
"28/03/2024","53,397","53,677","53,677","53,117","1.07M","-0.52%"
"27/03/2024","53,677","53,210","53,957","53,117","598.30K","1.05%"
"26/03/2024","53,117","53,210","53,397","52,837","910.40K","-0.18%"
"25/03/2024","53,210","53,490","53,864","53,024","1.09M","-0.52%"
"22/03/2024","53,490","53,677","53,770","53,304","698.10K","0.17%"
"21/03/2024","53,397","53,584","53,770","53,304","738.10K","0.53%"
"20/03/2024","53,117","53,210","53,304","52,650","739.80K","0.00%"
"19/03/2024","53,117","53,490","53,584","52,837","654.60K","0.35%"
"18/03/2024","52,930","54,237","54,704","52,370","1.83M","-2.24%"
"15/03/2024","54,144","54,797","54,891","53,584","2.04M","-1.19%"
"14/03/2024","54,797","55,917","56,011","54,797","1.46M","-1.51%"
"13/03/2024","55,637","55,357","55,637","54,704","1.49M","0.85%"
"12/03/2024","55,171","55,357","56,011","55,077","1.29M","-0.34%"
"11/03/2024","55,357","56,011","56,478","55,077","2.35M","-1.17%"
"08/03/2024","56,011","56,851","57,038","55,544","1.83M","-0.99%"
"07/03/2024","56,571","57,224","58,158","56,291","2.51M","-1.14%"
"06/03/2024","57,224","55,264","57,691","55,171","4.28M","4.07%"
"05/03/2024","54,984","54,517","54,984","54,050","1.00M","1.03%"
"04/03/2024","54,424","54,797","55,077","54,330","1.25M","-0.51%"
"01/03/2024","54,704","54,891","54,984","54,237","847.40K","0.17%"
"29/02/2024","54,610","54,144","55,264","54,050","2.67M","1.39%"
"28/02/2024","53,864","52,743","53,864","52,743","1.09M","2.49%"
"27/02/2024","52,557","52,837","52,837","52,090","1.76M","-0.53%"
"26/02/2024","52,837","53,397","53,584","52,650","809.50K","-0.70%"
"23/02/2024","53,210","54,144","54,330","53,117","1.50M","-1.72%"
"22/02/2024","54,144","54,237","54,610","54,050","788.90K","-0.17%"
"21/02/2024","54,237","55,077","55,077","54,050","1.13M","-0.85%"
"20/02/2024","54,704","54,424","55,637","54,144","1.64M","1.21%"
"19/02/2024","54,050","54,144","54,237","53,397","1.27M","-0.17%"
"16/02/2024","54,144","54,610","54,797","53,957","1.08M","-0.68%"
"15/02/2024","54,517","54,050","54,891","54,050","864.40K","1.04%"
"07/02/2024","53,957","53,490","54,050","53,304","568.30K","0.87%"
"06/02/2024","53,490","53,210","53,584","53,024","671.20K","0.53%"
"05/02/2024","53,210","53,397","53,584","53,117","882.60K","0.00%"
"02/02/2024","53,210","53,770","54,050","53,210","544.00K","-0.87%"
"01/02/2024","53,677","52,650","53,864","52,650","592.00K","2.13%"
"31/01/2024","52,557","53,490","54,050","52,557","1.10M","-1.57%"
"30/01/2024","53,397","54,144","54,144","53,397","732.10K","-1.21%"
"29/01/2024","54,050","53,490","55,077","53,490","701.80K","1.05%"
"26/01/2024","53,490","55,077","55,171","53,117","2.07M","-2.55%"
"25/01/2024","54,891","56,291","56,384","54,891","1.39M","-2.49%"
"24/01/2024","56,291","56,291","56,478","56,104","472.30K","0.00%"
"23/01/2024","56,291","56,851","56,944","56,291","346.30K","-0.99%"
"22/01/2024","56,851","57,504","57,504","56,758","360.10K","-0.81%"
"19/01/2024","57,318","57,691","57,691","56,758","714.80K","1.49%"
"18/01/2024","56,478","56,664","56,664","56,384","446.20K","0.17%"
"17/01/2024","56,384","56,384","56,571","56,197","469.90K","0.00%"
"16/01/2024","56,384","56,478","56,571","56,104","266.50K","0.00%"
"15/01/2024","56,384","56,944","57,411","56,384","443.10K","-1.15%"
"12/01/2024","57,038","57,318","57,318","56,478","497.90K","-0.49%"
"11/01/2024","57,318","56,758","57,691","56,758","489.40K","0.99%"
"10/01/2024","56,758","57,504","57,504","56,571","822.00K","-1.30%"
"09/01/2024","57,504","57,878","58,158","57,411","558.50K","-0.81%"
"08/01/2024","57,971","57,784","58,158","57,784","654.70K","0.32%"
"05/01/2024","57,784","58,251","58,251","57,504","708.50K","-0.80%"
"04/01/2024","58,251","58,064","58,438","58,064","773.60K","0.65%"
"03/01/2024","57,878","58,060","58,060","57,604","557.10K","0.00%"
"02/01/2024","57,878","58,242","58,607","57,695","770.10K","0.79%"
"29/12/2023","57,422","57,422","57,878","57,149","1.57M","1.29%"
"28/12/2023","56,693","57,057","57,513","56,693","868.50K","0.16%"
"27/12/2023","56,602","57,331","57,695","56,602","646.50K","-0.96%"
"26/12/2023","57,149","56,784","57,422","56,784","357.50K","1.13%"
"25/12/2023","56,511","55,964","57,513","55,964","546.70K","0.81%"
"22/12/2023","56,055","56,511","56,602","56,055","639.90K","-0.81%"
"21/12/2023","56,511","56,055","56,693","56,055","445.10K","0.00%"
"20/12/2023","56,511","56,693","57,149","56,419","565.30K","-0.32%"
"19/12/2023","56,693","56,419","56,966","56,055","528.20K","1.14%"
"18/12/2023","56,055","57,331","57,331","55,873","591.30K","-2.07%"
"15/12/2023","57,240","57,513","57,969","57,240","844.70K","-0.32%"
"14/12/2023","57,422","58,698","59,154","57,422","427.10K","-1.56%"
"13/12/2023","58,334","59,427","59,974","58,334","745.90K","-1.54%"
"12/12/2023","59,245","59,701","60,065","59,154","360.80K","-0.76%"
"11/12/2023","59,701","59,883","60,248","59,336","383.50K","-0.15%"
"08/12/2023","59,792","60,156","60,156","59,336","555.90K","0.00%"
"07/12/2023","59,792","60,065","60,065","59,245","626.20K","0.61%"
"06/12/2023","59,427","58,334","59,518","58,334","288.50K","1.88%"
"05/12/2023","58,334","59,701","59,701","58,334","401.70K","-1.08%"
"04/12/2023","58,972","59,245","60,065","58,516","552.50K","-0.46%"
"01/12/2023","59,245","59,245","59,427","58,425","288.00K","0.00%"
"30/11/2023","59,245","59,974","60,521","59,245","549.90K","-1.81%"
"29/11/2023","60,339","59,154","60,886","58,516","770.20K","2.00%"
"28/11/2023","59,154","58,789","59,154","57,787","497.10K","0.93%"
"27/11/2023","58,607","56,966","58,698","56,875","946.00K","2.06%"
"24/11/2023","57,422","55,143","57,422","55,143","764.10K","4.30%"
"23/11/2023","55,052","57,969","58,242","55,052","617.60K","-4.88%"
"22/11/2023","57,878","57,513","58,242","57,513","474.90K","0.63%"
"21/11/2023","57,513","57,604","58,151","57,331","563.60K","0.16%"
"20/11/2023","57,422","57,149","57,969","56,966","659.50K","-1.10%"
"17/11/2023","58,060","58,607","59,610","57,787","978.30K","-0.78%"
